Latitude,Longitude
41.923376,-87.753656
41.923484,-87.753883
41.916340999999996,-87.689819
41.785992,-87.73625
41.775406,-87.68685500000001
41.775451000000004,-87.687463
41.964458,-87.706906
41.964453999999996,-87.707374
41.962852000000005,-87.706212
41.834357000000004,-87.84716800000001
41.85625,-87.650162
41.894591,-87.660543
41.91638,-87.691316
41.916373,-87.69045600000001
41.927383,-87.651259
41.935424,-87.739029
41.935455,-87.739736
41.857728,-87.620372
41.898461,-87.668239
41.956262,-87.676221
41.956282,-87.67661600000001
41.956142,-87.678467
41.95612,-87.679168
41.955865,-87.676383
41.935676,-87.75920699999999
41.935783,-87.759025
41.9262,-87.75887
41.926072999999995,-87.758674
41.86193,-87.644377
41.787879,-87.706722
41.872991999999996,-87.74282600000001
41.935864,-87.638986
41.800235,-87.786338
41.974182,-87.719992
41.974038,-87.719285
41.930814,-87.708883
41.931022,-87.709416
41.923419,-87.68968199999999
41.923423,-87.689033
41.933833,-87.722318
41.934001,-87.72194
41.909917,-87.768286
41.909926,-87.767604
41.863989000000004,-87.668825
41.90455,-87.692167
41.904959999999996,-87.692229
41.827439,-87.628879
41.826308000000004,-87.626365
41.815451,-87.690688
41.815751,-87.69069300000001
41.817174,-87.69780300000001
41.958381,-87.702399
41.763141999999995,-87.56299200000001
41.713826,-87.56525699999999
41.867951,-87.65914599999999
41.940844,-87.783799
42.385521000000004,-87.890176
42.385526,-87.88940600000001
41.957095,-87.675061
41.957226,-87.67442700000001
41.850125,-87.638459
41.971816,-87.838427
41.941373999999996,-87.78381999999999
41.853445,-87.714066
41.853419,-87.713291
41.937602000000005,-87.716994
41.937535,-87.717688
41.93564,-87.723569
41.838673,-87.720388
41.885892,-87.745468
41.886016999999995,-87.745796
41.878781,-87.720764
41.879081,-87.720764
41.879295,-87.713714
41.879409,-87.713561
41.882915999999994,-87.681569
41.882813,-87.681744
41.901059000000004,-87.718936
41.808073,-87.67433199999999
41.807299,-87.67440400000001
41.807949,-87.67502900000001
41.815194,-87.686748
41.960019,-87.692115
41.897719,-87.66499300000001
41.8982,-87.664997
41.826586,-87.66618199999999
41.824313000000004,-87.70200000000001
41.824293,-87.701651
41.792933000000005,-87.708097
41.79292,-87.708801
41.79622,-87.766426
41.796248,-87.765725
41.831783,-87.676484
41.824282000000004,-87.702215
41.823695,-87.702206
41.990964,-87.692985
41.990959000000004,-87.693685
41.871178,-87.681962
41.872899,-87.684234
41.873269,-87.684374
41.874843,-87.684679
41.874833,-87.68539
41.873759,-87.68396
42.063176,-87.704985
41.963048,-87.676479
41.918393,-87.783201
41.918403999999995,-87.782499
41.875226,-87.708568
41.875715,-87.70858299999999
41.882647,-87.694097
38.879588,-77.090144
41.866987,-87.720147
41.809948999999996,-87.695838
41.707977,-87.562954
41.788909000000004,-87.763862
41.981264,-87.766811
41.981268,-87.767513
41.793526,-87.720888
41.792683000000004,-87.714267
41.793531,-87.720556
41.777041,-87.783521
41.798475,-87.73224599999999
41.79432,-87.786408
41.779596999999995,-87.705946
41.780120000000004,-87.705915
41.824212,-87.705228
41.824661,-87.70516500000001
41.843589,-87.661508
41.891069,-87.669876
41.868579,-87.69515799999999
41.940699,-87.734302
41.784228999999996,-87.726232
41.912112,-87.679626
41.815788,-87.68831899999999
41.815488,-87.68831899999999
41.947094,-87.65433
41.964899,-87.682317
41.965199,-87.682317
41.968652,-87.687838
41.981565,-87.81045
41.900428999999995,-87.736266
41.90095,-87.736288
41.880745000000005,-87.664897
41.974505,-87.73974100000001
41.828513,-87.646458
41.728466999999995,-87.65713199999999
41.954095,-87.672206
41.96669,-87.720302
41.885165,-87.741716
41.907799,-87.734185
41.907868,-87.733476
41.744749,-87.665412
41.744683,-87.666078
41.813225,-87.724666
41.813188000000004,-87.72536600000001
41.727026,-87.576539
41.726384,-87.576904
41.737341,-87.671965
41.737640999999996,-87.67197
41.898377,-87.677736
41.898802,-87.677454
41.918385,-87.741855
41.917384000000006,-87.741734
41.900855,-87.70673000000001
41.901154999999996,-87.70673000000001
41.849714,-87.639234
41.693339,-87.661326
41.693689,-87.66205699999999
41.930382,-87.70091500000001
41.930409999999995,-87.70161999999999
41.715201,-87.561382
41.715221,-87.56065100000001
40.314433,-75.983327
43.142601,-77.640423
41.937063,-87.650414
41.937363,-87.650414
41.938664,-87.648044
41.938364,-87.648044
41.760585,-87.57334399999999
41.760594,-87.574047
41.815619,-87.699342
41.815735,-87.699526
41.988805,-87.69240500000001
41.988809,-87.69170600000001
41.921996,-87.786869
41.92199,-87.78626899999999
41.924529,-87.76758199999999
41.924758000000004,-87.76689
41.927645,-87.777941
41.927578999999994,-87.778635
41.957181,-87.72556800000001
41.958099,-87.725036
41.782738,-87.687057
41.782693,-87.68775699999999
41.934126,-87.70486899999999
41.934001,-87.705389
41.775325,-87.694872
41.999496,-87.700663
41.756653,-87.59774300000001
41.765366,-87.593225
41.763842,-87.657494
41.756307,-87.623591
41.756271999999996,-87.622635
41.799161,-87.702494
41.798871999999996,-87.702842
42.142108,-87.77787
41.796995,-87.69894599999999
41.796607,-87.698961
41.796083,-87.698926
41.939721999999996,-87.720743
41.939713,-87.721446
41.928528,-87.701212
41.930403000000005,-87.70004300000001
41.931921,-87.70116999999999
41.930103,-87.70004300000001
41.928583,-87.7012
41.917439,-87.749021
41.918024,-87.777613
41.918014,-87.778314
41.959334000000005,-87.722533
41.805834999999995,-87.730525
41.917468,-87.748426
41.818446,-87.699621
41.992504,-87.690599
41.959325,-87.723238
41.917621000000004,-87.73183
41.920596,-87.779615
41.794861,-87.728468
